Model_no,variable,Num_factors,Coef.,Std.Err.,z,P>|z|,Max_pvalue,[0.025,0.975],sign,sign_max,VIF,VIF_max,dev_gini,oot_gini,Relative_diff,var,Gini_train,Trend,sum_gini,Factor_weight,ACTIVATION_AGE,ACTIVE_DAYS,AMT_RECOVERED_0TO30_3MNTH_AVG_MONTHLY,AVG_CREDIT_TRXNS_CNT_L1MONTH_DAILY,AVG_CREDIT_TRXNS_CNT_L1MONTH_MONTHLY,AVG_CREDIT_TRXNS_CNT_L2MONTH_DAILY,AVG_TRAN_SIZE_1_MNTH_MONTHLY,AVG_TRXNS_AMOUNT_L1MONTH_DAILY,AVG_TRXNS_AMOUNT_L1MONTH_MONTHLY,AVG_TRXNS_AMT_L2MONTH_DAILY,AVG_TRXNS_AMT_L3MONTH_DAILY,AVG_TRXNS_AMT_L3MONTH_MONTHLY,AVG_TRXNS_AMT_L6MONTH_MONTHLY,AVG_TRXNS_CNT_L1MONTH_DAILY,CREDIT_EXTENDED_3MNTH_AVG_DAILY,CREDIT_EXTENDED_3MNTH_AVG_MONTHLY,CREDIT_EXTENDED_LAST_MONTH_VALUE,CREDIT_RECOVERED_3MNTH_AVG_MONTHLY,CREDIT_RECOVERED_3MNTH_SUM,CREDIT_RECOVERY_RATIO_3_MNTH,CREDIT_RECOVERY_RATIO_3_MNTH_AVG_DAILY,CREDIT_RECOVERY_RATIO_3_MNTH_AVG_MONTHLY,DEBIT_AMNT,FULL_SETTLED_TRXNS_3_BY_12,UNSETTLED_TRXNS_OVERALL_AVG_DAILY
118429,UNSETTLED_TRXNS_OVERALL_AVG_DAILY_woe,5,1.2581395461663734,0.2841042321995104,4.428443520274111,9.491556614969402e-06,0.022071858267361938,0.7013054831999281,1.8149736091328186,0,0,1.0256209512806833,1.9481545144497208,0.25628326252921063,0.2437633404482391,0.048848701057243565,UNSETTLED_TRXNS_OVERALL_AVG_DAILY,0.060702932337694415,Increasing,0.5863678487650676,0.10352363702331072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118429,AVG_TRXNS_AMOUNT_L1MONTH_MONTHLY_woe,5,0.5692260239673502,0.1942863498297777,2.929830245233763,0.0033914722164502475,0.022071858267361938,0.18843177561323632,0.9500202723214641,0,0,1.8021431584880852,1.9481545144497208,0.25628326252921063,0.2437633404482391,0.048848701057243565,AVG_TRXNS_AMOUNT_L1MONTH_MONTHLY,0.14640970747909865,Decreasing,0.5863678487650676,0.2496891802431663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118429,FULL_SETTLED_TRXNS_3_BY_12_woe,5,0.519775755834509,0.13850614893643678,3.752726935416018,0.00017492136039369753,0.022071858267361938,0.24830869228175217,0.7912428193872658,0,0,1.1561545939406346,1.9481545144497208,0.25628326252921063,0.2437633404482391,0.048848701057243565,FULL_SETTLED_TRXNS_3_BY_12,0.1357166884611185,Decreasing,0.5863678487650676,0.23145315478491443,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118429,ACTIVATION_AGE_woe,5,0.791501440893631,0.21907430969739847,3.6129359119602427,0.00030274955118427113,0.022071858267361938,0.36212368394875605,1.2208791978385058,0,0,1.021213924541588,1.9481545144497208,0.25628326252921063,0.2437633404482391,0.048848701057243565,ACTIVATION_AGE,0.08113550951121762,Decreasing,0.5863678487650676,0.13836964233645274,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118429,CREDIT_EXTENDED_LAST_MONTH_VALUE_woe,5,0.4582337364541081,0.20017820590677507,2.289129000724045,0.022071858267361938,0.022071858267361938,0.06589166238698585,0.8505758105212303,0,0,1.9481545144497208,1.9481545144497208,0.25628326252921063,0.2437633404482391,0.048848701057243565,CREDIT_EXTENDED_LAST_MONTH_VALUE,0.16240301097593846,Decreasing,0.5863678487650676,0.2769643856121558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
117931,const,5,-1.374601056889178,0.04500547313356983,-30.542975357898314,7.009574746167182e-205,0.024061629327005642,-1.4628101633381598,-1.2863919504401962,0,0,,1.9534589093875978,0.2561223103158672,0.2401814300960512,0.06224474900357669,,,,0.5878002677710177,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
117931,UNSETTLED_TRXNS_OVERALL_AVG_DAILY_woe,5,1.263264540490716,0.2841612685201268,4.445590164590782,8.765090840208978e-06,0.024061629327005642,0.706318688390052,1.8202103925913797,0,0,1.0258158017925427,1.9534589093875978,0.2561223103158672,0.2401814300960512,0.06224474900357669,UNSETTLED_TRXNS_OVERALL_AVG_DAILY,0.060702932337694415,Increasing,0.5878002677710177,0.1032713587693392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
117931,AVG_TRXNS_AMOUNT_L1MONTH_DAILY_woe,5,0.5757307902540313,0.19372747032243529,2.9718593305110472,0.002960022704469934,0.024061629327005642,0.19603192560600596,0.9554296549020567,0,0,1.812441306770007,1.9534589093875978,0.2561223103158672,0.2401814300960512,0.06224474900357669,AVG_TRXNS_AMOUNT_L1MONTH_DAILY,0.14784212648504869,Decreasing,0.5878002677710177,0.25151762357250534,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
117931,FULL_SETTLED_TRXNS_3_BY_12_woe,5,0.5180376107819415,0.13851135489790362,3.7400371338781997,0.00018399307106690691,0.024061629327005642,0.24656034373220487,0.7895148778316783,0,0,1.1560143661869156,1.9534589093875978,0.2561223103158672,0.2401814300960512,0.06224474900357669,FULL_SETTLED_TRXNS_3_BY_12,0.1357166884611185,Decreasing,0.5878002677710177,0.2308891232318867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
117931,ACTIVATION_AGE_woe,5,0.7905664294289372,0.21918301940127435,3.6068780856677107,0.00030990317525268003,0.024061629327005642,0.36097560537969553,1.2201572534781788,0,0,1.0212973224794821,1.9534589093875978,0.2561223103158672,0.2401814300960512,0.06224474900357669,ACTIVATION_AGE,0.08113550951121762,Decreasing,0.5878002677710177,0.13803244734625505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
117931,CREDIT_EXTENDED_LAST_MONTH_VALUE_woe,5,0.45207680676980744,0.20037588683187765,2.256143760197631,0.024061629327005642,0.024061629327005642,0.05934728520905358,0.8448063283305614,0,0,1.9534589093875978,1.9534589093875978,0.2561223103158672,0.2401814300960512,0.06224474900357669,CREDIT_EXTENDED_LAST_MONTH_VALUE,0.16240301097593846,Decreasing,0.5878002677710177,0.2762894470800137,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118917,const,5,-1.3739604155219853,0.04497030067550748,-30.552617947477856,5.219503000626324e-205,0.00748438950771334,-1.4621005852199174,-1.2858202458240533,0,0,,1.7371505880057894,0.25520003742556674,0.25073372465314847,0.01750122559725027,,,,0.5839892089616407,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118917,UNSETTLED_TRXNS_OVERALL_AVG_DAILY_woe,5,1.2763392135306866,0.2843151300112113,4.489170919185192,7.1500911642026536e-06,0.00748438950771334,0.7190917984488894,1.8335866286124838,0,0,1.0278973047612112,1.7371505880057894,0.25520003742556674,0.25073372465314847,0.01750122559725027,UNSETTLED_TRXNS_OVERALL_AVG_DAILY,0.060702932337694415,Increasing,0.5839892089616407,0.1039452979715618,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118917,FULL_SETTLED_TRXNS_3_BY_12_woe,5,0.5097701761745611,0.13860481743178732,3.6778676644874793,0.000235191921421286,0.00748438950771334,0.23810972592450846,0.7814306264246138,0,0,1.1580920475575323,1.7371505880057894,0.25520003742556674,0.25073372465314847,0.01750122559725027,FULL_SETTLED_TRXNS_3_BY_12,0.1357166884611185,Decreasing,0.5839892089616407,0.23239588399660488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118917,ACTIVATION_AGE_woe,5,0.7785286730903201,0.21922947335045356,3.5512044124002795,0.00038347246265324546,0.00748438950771334,0.3488468009737476,1.2082105452068927,0,0,1.023397801348429,1.7371505880057894,0.25520003742556674,0.25073372465314847,0.01750122559725027,ACTIVATION_AGE,0.08113550951121762,Decreasing,0.5839892089616407,0.13893323415252865,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118917,AVG_TRXNS_AMT_L3MONTH_DAILY_woe,5,0.5131762449372188,0.1918784543108799,2.67448602700215,0.00748438950771334,0.00748438950771334,0.13710138507867992,0.8892511047957576,0,0,1.6191220412525218,1.7371505880057894,0.25520003742556674,0.25073372465314847,0.01750122559725027,AVG_TRXNS_AMT_L3MONTH_DAILY,0.14403106767567175,Decreasing,0.5839892089616407,0.24663309777892217,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
118917,CREDIT_EXTENDED_LAST_MONTH_VALUE_woe,5,0.544229963369576,0.18806393560103588,2.893856079477783,0.003805425408723521,0.00748438950771334,0.17563142280068555,0.9128285039384664,0,0,1.7371505880057894,1.7371505880057894,0.25520003742556674,0.25073372465314847,0.01750122559725027,CREDIT_EXTENDED_LAST_MONTH_VALUE,0.16240301097593846,Decreasing,0.5839892089616407,0.2780924861003825,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
109199,const,5,-1.3781861044291221,0.04499631042913278,-30.62886915138753,5.052680678964301e-206,0.005445553556392216,-1.4663772523074063,-1.289994956550838,0,0,,1.355914484551613,0.2550001002470532,0.24753868729989326,0.029260442930039068,,,,0.5455283131094186,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
